年	月	管区	都道府県	発生件数（速報値）	死者数（確定値）	負傷者数（速報値）
2019	6	九州	沖縄	348	2	422
2019	6	九州	計	4418	28	5578
2019	6	合計	計	29391	206	35354
2019	5	北海道	札幌	585	6	679
2019	5	北海道	函館	50	1	60
2019	5	北海道	旭川	60	1	70
2019	5	北海道	釧路	38	2	42
2019	5	北海道	北見	14	2	13
2019	5	北海道	計	747	12	864
2019	5	東北	青森	211	3	254
2019	5	東北	岩手	170	6	208
2019	5	東北	宮城	476	2	594
2019	5	東北	秋田	115	2	158
2019	5	東北	山形	317	2	384
2019	5	東北	福島	328	3	394
2019	5	東北	計	1617	18	1992
2019	5	東京	計	2408	5	2729
2019	5	関東	茨城	635	7	826
2019	5	関東	栃木	398	9	502
2019	5	関東	群馬	907	3	1143
2019	5	関東	埼玉	1620	6	1973
2019	5	関東	千葉	1320	6	1578
2019	5	関東	神奈川	1806	17	2129
2019	5	関東	新潟	313	6	362
2019	5	関東	山梨	278	1	371
2019	5	関東	長野	469	5	574
2019	5	関東	静岡	1997	3	2564
2019	5	関東	計	9743	63	12022
2019	5	中部	富山	188	5	213
2019	5	中部	石川	200	6	229
2019	5	中部	福井	100	0	115
2019	5	中部	岐阜	319	10	390
2019	5	中部	愛知	2405	8	2912
2019	5	中部	三重	349	7	454
2019	5	中部	計	3561	36	4313
2019	5	近畿	滋賀	324	9	440
2019	5	近畿	京都	397	3	459
2019	5	近畿	大阪	2574	9	3126
2019	5	近畿	兵庫	1780	5	2219
2019	5	近畿	奈良	268	3	344
2019	5	近畿	和歌山	139	2	170
2019	5	近畿	計	5482	31	6758
2019	5	中国	鳥取	67	0	87
2019	5	中国	島根	82	1	95
2019	5	中国	岡山	395	2	447
2019	5	中国	広島	495	2	629
2019	5	中国	山口	257	1	321
2019	5	中国	計	1296	6	1579
2019	5	四国	徳島	202	4	251
2019	5	四国	香川	393	0	506
2019	5	四国	愛媛	237	5	267
2019	5	四国	高知	129	1	144
2019	5	四国	計	961	10	1168
2019	5	九州	福岡	2119	7	2756
2019	5	九州	佐賀	423	0	571
2019	5	九州	長崎	323	4	455
2019	5	九州	熊本	346	3	442
2019	5	九州	大分	240	4	301
2019	5	九州	宮崎	546	4	620
2019	5	九州	鹿児島	411	5	466
2019	5	九州	沖縄	316	2	366
2019	5	九州	計	4724	29	5977
2019	5	合計	計	30539	210	37402
2019	4	北海道	札幌	533	4	602
2019	4	北海道	函館	41	1	48
2019	4	北海道	旭川	55	2	62
2019	4	北海道	釧路	64	4	67
2019	4	北海道	北見	19	0	23
2019	4	北海道	計	712	11	802
2019	4	東北	青森	230	2	267
2019	4	東北	岩手	169	3	198
2019	4	東北	宮城	481	10	571
2019	4	東北	秋田	115	5	127
2019	4	東北	山形	338	0	383
2019	4	東北	福島	363	6	431
2019	4	東北	計	1696	26	1977
2019	4	東京	計	2883	12	3271
2019	4	関東	茨城	653	9	819
2019	4	関東	栃木	405	7	496
2019	4	関東	群馬	1051	6	1305
2019	4	関東	埼玉	1855	14	2251
2019	4	関東	千葉	1338	9	1648
2019	4	関東	神奈川	1901	11	2240
2019	4	関東	新潟	303	3	350
2019	4	関東	山梨	246	1	320
2019	4	関東	長野	521	6	637
2019	4	関東	静岡	2166	14	2834
2019	4	関東	計	10439	80	12900
2019	4	中部	富山	209	5	233
2019	4	中部	石川	193	2	239
2019	4	中部	福井	108	5	129
2019	4	中部	岐阜	314	5	421
2019	4	中部	愛知	2721	14	3282
2019	4	中部	三重	296	4	372
2019	4	中部	計	3841	35	4676
2019	4	近畿	滋賀	341	3	440
2019	4	近畿	京都	466	5	571
2019	4	近畿	大阪	2629	7	3161
2019	4	近畿	兵庫	1944	13	2283
2019	4	近畿	奈良	311	3	415
2019	4	近畿	和歌山	153	1	185
2019	4	近畿	計	5844	32	7055
2019	4	中国	鳥取	76	2	97
2019	4	中国	島根	76	4	92
2019	4	中国	岡山	421	8	467
2019	4	中国	広島	555	5	646
2019	4	中国	山口	288	3	351
2019	4	中国	計	1416	22	1653
2019	4	四国	徳島	219	5	261
2019	4	四国	香川	384	3	465
2019	4	四国	愛媛	277	1	309
2019	4	四国	高知	132	2	141
2019	4	四国	計	1012	11	1176
2019	4	九州	福岡	2170	10	2812
2019	4	九州	佐賀	397	3	523
2019	4	九州	長崎	334	0	428
2019	4	九州	熊本	331	9	407
2019	4	九州	大分	282	8	335
2019	4	九州	宮崎	539	2	604
2019	4	九州	鹿児島	415	4	478
2019	4	九州	沖縄	321	1	374
2019	4	九州	計	4789	37	5961
2019	4	合計	計	32632	266	39471
2019	3	北海道	札幌	474	5	564
2019	3	北海道	函館	53	0	69
2019	3	北海道	旭川	80	5	97
2019	3	北海道	釧路	46	0	49
2019	3	北海道	北見	16	0	17
2019	3	北海道	計	669	10	796
2019	3	東北	青森	210	5	244
2019	3	東北	岩手	164	6	183
2019	3	東北	宮城	503	4	633
2019	3	東北	秋田	106	3	130
2019	3	東北	山形	333	4	393
2019	3	東北	福島	323	6	370
2019	3	東北	計	1639	28	1953
2019	3	東京	計	2897	9	3304
2019	3	関東	茨城	626	10	793
2019	3	関東	栃木	394	9	479
2019	3	関東	群馬	1080	1	1407
2019	3	関東	埼玉	2012	11	2427
2019	3	関東	千葉	1550	17	1875
2019	3	関東	神奈川	2154	12	2489
2019	3	関東	新潟	236	7	264
2019	3	関東	山梨	276	5	333
2019	3	関東	長野	508	3	607
2019	3	関東	静岡	2220	2	2945
2019	3	関東	計	11056	77	13619
2019	3	中部	富山	177	2	197
2019	3	中部	石川	229	0	269
2019	3	中部	福井	87	2	97
2019	3	中部	岐阜	371	11	480
2019	3	中部	愛知	2828	10	3426
2019	3	中部	三重	318	4	409
2019	3	中部	計	4010	29	4878
2019	3	近畿	滋賀	341	3	424
2019	3	近畿	京都	467	3	543
2019	3	近畿	大阪	2775	15	3307
2019	3	近畿	兵庫	1968	11	2395
2019	3	近畿	奈良	288	3	347
2019	3	近畿	和歌山	142	2	171
2019	3	近畿	計	5981	37	7187
2019	3	中国	鳥取	66	4	72
2019	3	中国	島根	77	1	97
2019	3	中国	岡山	380	4	437
2019	3	中国	広島	522	9	635
2019	3	中国	山口	296	4	366
2019	3	中国	計	1341	22	1607
2019	3	四国	徳島	212	4	254
2019	3	四国	香川	389	1	482
2019	3	四国	愛媛	243	2	277
2019	3	四国	高知	132	2	149
2019	3	四国	計	976	9	1162
2019	3	九州	福岡	2402	6	3053
2019	3	九州	佐賀	433	2	604
2019	3	九州	長崎	372	7	474
2019	3	九州	熊本	359	6	450
2019	3	九州	大分	258	5	325
2019	3	九州	宮崎	543	5	613
2019	3	九州	鹿児島	415	6	489
2019	3	九州	沖縄	344	3	395
2019	3	九州	計	5126	40	6403
2019	3	合計	計	33695	261	40909
2019	2	北海道	札幌	606	1	721
2019	2	北海道	函館	71	0	84
2019	2	北海道	旭川	92	1	105
2019	2	北海道	釧路	85	2	96
2019	2	北海道	北見	14	0	15
2019	2	北海道	計	868	4	1021
2019	2	東北	青森	227	2	289
2019	2	東北	岩手	140	2	170
2019	2	東北	宮城	478	4	576
2019	2	東北	秋田	133	0	152
2019	2	東北	山形	411	3	502
2019	2	東北	福島	318	9	371
2019	2	東北	計	1707	20	2060
2019	2	東京	計	2380	9	2710
2019	2	関東	茨城	585	8	710
2019	2	関東	栃木	371	6	457
2019	2	関東	群馬	945	0	1192
2019	2	関東	埼玉	1745	8	2074
2019	2	関東	千葉	1262	11	1518
2019	2	関東	神奈川	1740	5	2008
2019	2	関東	新潟	270	4	327
2019	2	関東	山梨	228	0	287
2019	2	関東	長野	521	4	632
2019	2	関東	静岡	2000	9	2474
2019	2	関東	計	9667	55	11679
2019	2	中部	富山	190	1	221
2019	2	中部	石川	192	3	219
2019	2	中部	福井	82	2	98
2019	2	中部	岐阜	326	4	400
2019	2	中部	愛知	2469	12	2967
2019	2	中部	三重	291	5	399
2019	2	中部	計	3550	27	4304
2019	2	近畿	滋賀	285	7	359
2019	2	近畿	京都	464	8	562
2019	2	近畿	大阪	2376	13	2730
2019	2	近畿	兵庫	1783	4	2120
2019	2	近畿	奈良	282	5	318
2019	2	近畿	和歌山	128	3	144
2019	2	近畿	計	5318	40	6233
2019	2	中国	鳥取	40	1	46
2019	2	中国	島根	48	3	48
2019	2	中国	岡山	404	4	462
2019	2	中国	広島	508	7	630
2019	2	中国	山口	238	5	296
2019	2	中国	計	1238	20	1482
2019	2	四国	徳島	189	5	216
2019	2	四国	香川	334	3	413
2019	2	四国	愛媛	226	3	255
2019	2	四国	高知	127	2	135
2019	2	四国	計	876	13	1019
2019	2	九州	福岡	2079	7	2676
2019	2	九州	佐賀	420	3	531
2019	2	九州	長崎	313	2	390
2019	2	九州	熊本	316	4	396
2019	2	九州	大分	260	0	325
2019	2	九州	宮崎	471	3	507
2019	2	九州	鹿児島	339	3	390
2019	2	九州	沖縄	261	0	313
2019	2	九州	計	4459	22	5528
2019	2	合計	計	30063	210	36036
2019	1	北海道	札幌	547	1	646
2019	1	北海道	函館	58	0	74
2019	1	北海道	旭川	92	2	117
2019	1	北海道	釧路	51	2	58
2019	1	北海道	北見	22	0	24
2019	1	北海道	計	770	5	919
2019	1	東北	青森	264	3	326
2019	1	東北	岩手	159	2	200
2019	1	東北	宮城	525	5	665
2019	1	東北	秋田	150	2	180
2019	1	東北	山形	440	6	516
2019	1	東北	福島	327	5	391
2019	1	東北	計	1865	23	2278
2019	1	東京	計	2563	11	2956
2019	1	関東	茨城	688	11	868
2019	1	関東	栃木	392	7	480
2019	1	関東	群馬	1000	6	1274
2019	1	関東	埼玉	1623	14	1960
2019	1	関東	千葉	1457	17	1757
2019	1	関東	神奈川	1930	13	2234
2019	1	関東	新潟	303	8	350
2019	1	関東	山梨	237	3	289
2019	1	関東	長野	551	6	668
2019	1	関東	静岡	2058	12	2718
2019	1	関東	計	10239	97	12598
2019	1	中部	富山	157	3	180
2019	1	中部	石川	196	2	226
2019	1	中部	福井	115	6	129
2019	1	中部	岐阜	325	7	422
2019	1	中部	愛知	2493	7	2962
2019	1	中部	三重	347	6	448
2019	1	中部	計	3633	31	4367
2019	1	近畿	滋賀	291	7	382
2019	1	近畿	京都	428	4	482
2019	1	近畿	大阪	2374	7	2832
2019	1	近畿	兵庫	1898	12	2278
2019	1	近畿	奈良	271	1	331
2019	1	近畿	和歌山	168	2	204
2019	1	近畿	計	5430	33	6509
2019	1	中国	鳥取	68	2	81
2019	1	中国	島根	74	1	89
2019	1	中国	岡山	412	11	474
2019	1	中国	広島	533	6	678
2019	1	中国	山口	278	3	344
2019	1	中国	計	1365	23	1666
2019	1	四国	徳島	183	3	221
2019	1	四国	香川	399	6	479
2019	1	四国	愛媛	219	4	245
2019	1	四国	高知	127	3	142
2019	1	四国	計	928	16	1087
2019	1	九州	福岡	2209	9	2802
2019	1	九州	佐賀	431	2	566
2019	1	九州	長崎	323	1	412
2019	1	九州	熊本	333	6	425
2019	1	九州	大分	163	2	202
2019	1	九州	宮崎	489	2	546
2019	1	九州	鹿児島	381	3	423
2019	1	九州	沖縄	242	1	272
2019	1	九州	計	4571	26	5648
2019	1	合計	計	31364	265	38028
2018	12	北海道	計	1022	12	1203
2018	12	北海道	札幌	720	8	840
2018	12	北海道	函館	96	1	116
2018	12	北海道	旭川	87	1	107
2018	12	北海道	釧路	93	2	106
2018	12	北海道	北見	26	0	34
2018	12	東北	青森	300	5	353
2018	12	東北	岩手	210	8	231
2018	12	東北	宮城	673	8	841
2018	12	東北	秋田	162	3	202
2018	12	東北	山形	495	4	586
2018	12	東北	福島	461	10	543
2018	12	東北	計	2301	38	2756
2018	12	東京	計	3056	19	3578
2018	12	関東	茨城	803	11	980
2018	12	関東	栃木	436	12	539
2018	12	関東	群馬	1168	11	1470
2018	12	関東	埼玉	2524	14	3045
2018	12	関東	千葉	1546	19	1938
2018	12	関東	神奈川	2305	18	2728
2018	12	関東	新潟	361	11	399
2018	12	関東	山梨	319	2	389
2018	12	関東	長野	632	7	762
2018	12	関東	静岡	2568	6	3288
2018	12	関東	計	12662	111	15538
2018	12	中部	富山	316	5	364
2018	12	中部	石川	263	2	303
2018	12	中部	福井	148	7	160
2018	12	中部	岐阜	469	13	597
2018	12	中部	愛知	3289	19	3920
2018	12	中部	三重	390	13	489
2018	12	中部	計	4875	59	5833
2018	12	近畿	滋賀	355	5	444
2018	12	近畿	京都	612	14	698
2018	12	近畿	大阪	3191	22	3849
2018	12	近畿	兵庫	2160	15	2577
2018	12	近畿	奈良	334	7	418
2018	12	近畿	和歌山	181	4	190
2018	12	近畿	計	6833	67	8176
2018	12	中国	鳥取	89	3	102
2018	12	中国	島根	73	2	78
2018	12	中国	岡山	536	7	617
2018	12	中国	広島	825	11	972
2018	12	中国	山口	336	9	405
2018	12	中国	計	1859	32	2174
2018	12	四国	徳島	266	1	339
2018	12	四国	香川	402	9	477
2018	12	四国	愛媛	275	5	309
2018	12	四国	高知	147	4	163
2018	12	四国	計	1090	19	1288
2018	12	九州	福岡	2853	16	4010
2018	12	九州	佐賀	469	3	613
2018	12	九州	長崎	399	2	514
2018	12	九州	熊本	491	8	600
2018	12	九州	大分	433	8	526
2018	12	九州	宮崎	737	3	837
2018	12	九州	鹿児島	552	9	633
2018	12	九州	沖縄	498	4	689
2018	12	九州	計	6432	53	8422
2018	12	合計	計	40130	410	48968
2018	11	北海道	札幌	676	9	761
2018	11	北海道	函館	74	0	90
2018	11	北海道	旭川	79	5	85
2018	11	北海道	釧路	88	1	101
2018	11	北海道	北見	22	0	25
2018	11	北海道	計	939	15	1062
2018	11	東北	青森	269	3	358
2018	11	東北	岩手	201	5	243
2018	11	東北	宮城	626	3	763
2018	11	東北	秋田	150	3	185
2018	11	東北	山形	397	6	479
2018	11	東北	福島	365	4	421
2018	11	東北	計	2008	24	2449
2018	11	東京	計	2758	14	3135
2018	11	関東	茨城	753	13	915
2018	11	関東	栃木	435	9	553
2018	11	関東	群馬	1198	5	1495
2018	11	関東	埼玉	2132	12	2508
2018	11	関東	千葉	1574	20	1915
2018	11	関東	神奈川	2247	17	2618
2018	11	関東	新潟	362	7	415
2018	11	関東	山梨	304	1	398
2018	11	関東	長野	635	8	773
2018	11	関東	静岡	2435	15	3055
2018	11	関東	計	12075	107	14645
2018	11	中部	富山	250	8	290
2018	11	中部	石川	233	4	280
2018	11	中部	福井	97	6	97
2018	11	中部	岐阜	425	10	544
2018	11	中部	愛知	3006	13	3609
2018	11	中部	三重	382	9	480
2018	11	中部	計	4393	50	5300
2018	11	近畿	滋賀	359	4	472
2018	11	近畿	京都	520	5	618
2018	11	近畿	大阪	2965	13	3532
2018	11	近畿	兵庫	2080	15	2465
2018	11	近畿	奈良	376	0	479
2018	11	近畿	和歌山	179	3	215
2018	11	近畿	計	6479	40	7781
2018	11	中国	鳥取	72	2	77
2018	11	中国	島根	92	1	107
2018	11	中国	岡山	526	7	608
2018	11	中国	広島	610	5	714
2018	11	中国	山口	335	4	411
2018	11	中国	計	1635	19	1917
2018	11	四国	徳島	243	5	306
2018	11	四国	香川	459	2	567
2018	11	四国	愛媛	316	12	357
2018	11	四国	高知	146	5	156
2018	11	四国	計	1164	24	1386
2018	11	九州	福岡	2699	9	3541
2018	11	九州	佐賀	497	4	670
2018	11	九州	長崎	383	2	487
2018	11	九州	熊本	428	4	539
2018	11	九州	大分	286	2	349
2018	11	九州	宮崎	622	2	698
2018	11	九州	鹿児島	475	6	557
2018	11	九州	沖縄	362	4	409
2018	11	九州	計	5752	33	7250
2018	11	合計	計	37203	326	44925
2018	10	北海道	札幌	617	4	692
2018	10	北海道	函館	76	1	87
2018	10	北海道	旭川	70	2	82
2018	10	北海道	釧路	82	3	95
2018	10	北海道	北見	18	0	20
2018	10	北海道	計	863	10	976
2018	10	東北	青森	302	3	363
2018	10	東北	岩手	186	2	218
2018	10	東北	宮城	634	5	817
2018	10	東北	秋田	165	5	201
2018	10	東北	山形	460	5	558
2018	10	東北	福島	438	11	533
2018	10	東北	計	2185	31	2690
2018	10	東京	計	2870	13	3306
2018	10	関東	茨城	837	13	1063
2018	10	関東	栃木	459	7	571
2018	10	関東	群馬	1185	8	1508
2018	10	関東	埼玉	1986	19	2388
2018	10	関東	千葉	1666	16	2010
2018	10	関東	神奈川	2397	16	2756
2018	10	関東	新潟	358	13	422
2018	10	関東	山梨	309	5	380
2018	10	関東	長野	635	6	762
2018	10	関東	静岡	2544	9	3234
2018	10	関東	計	12376	112	15094
2018	10	中部	富山	227	4	271
2018	10	中部	石川	251	2	309
2018	10	中部	福井	105	8	114
2018	10	中部	岐阜	407	7	525
2018	10	中部	愛知	3095	15	3717
2018	10	中部	三重	392	4	535
2018	10	中部	計	4477	40	5471
2018	10	近畿	滋賀	385	2	488
2018	10	近畿	京都	543	8	640
2018	10	近畿	大阪	3014	18	3544
2018	10	近畿	兵庫	2203	20	2650
2018	10	近畿	奈良	334	4	415
2018	10	近畿	和歌山	228	5	270
2018	10	近畿	計	6707	57	8007
2018	10	中国	鳥取	79	3	93
2018	10	中国	島根	105	1	124
2018	10	中国	岡山	524	1	588
2018	10	中国	広島	654	3	823
2018	10	中国	山口	352	6	449
2018	10	中国	計	1714	14	2077
2018	10	四国	徳島	245	2	309
2018	10	四国	香川	466	4	577
2018	10	四国	愛媛	260	7	299
2018	10	四国	高知	152	2	175
2018	10	四国	計	1123	15	1360
2018	10	九州	福岡	2642	12	3354
2018	10	九州	佐賀	481	1	653
2018	10	九州	長崎	396	3	520
2018	10	九州	熊本	394	10	496
2018	10	九州	大分	342	7	438
2018	10	九州	宮崎	685	5	775
2018	10	九州	鹿児島	531	6	616
2018	10	九州	沖縄	345	2	425
2018	10	九州	計	5816	46	7277
2018	10	合計	計	38131	338	46258
2018	9	北海道	札幌	486	5	570
2018	9	北海道	函館	58	5	72
2018	9	北海道	旭川	67	2	79
2018	9	北海道	釧路	66	0	79
2018	9	北海道	北見	16	0	24
2018	9	北海道	計	693	12	824
2018	9	東北	青森	217	6	265
2018	9	東北	岩手	164	4	199
2018	9	東北	宮城	469	7	596
2018	9	東北	秋田	119	3	141
2018	9	東北	山形	392	3	476
2018	9	東北	福島	326	5	382
2018	9	東北	計	1687	28	2059
2018	9	東京	計	2386	16	2760
2018	9	関東	茨城	613	8	786
2018	9	関東	栃木	329	6	437
2018	9	関東	群馬	1047	7	1317
2018	9	関東	埼玉	1832	9	2229
2018	9	関東	千葉	1349	20	1643
2018	9	関東	神奈川	1994	12	2350
2018	9	関東	新潟	288	12	353
2018	9	関東	山梨	279	2	359
2018	9	関東	長野	543	5	656
2018	9	関東	静岡	2213	10	2843
2018	9	関東	計	10487	91	12973
2018	9	中部	富山	193	3	214
2018	9	中部	石川	217	1	255
2018	9	中部	福井	102	2	127
2018	9	中部	岐阜	400	5	538
2018	9	中部	愛知	2693	17	3277
2018	9	中部	三重	350	4	483
2018	9	中部	計	3955	32	4894
2018	9	近畿	滋賀	296	6	367
2018	9	近畿	京都	490	4	604
2018	9	近畿	大阪	2695	11	3245
2018	9	近畿	兵庫	1866	10	2304
2018	9	近畿	奈良	267	8	339
2018	9	近畿	和歌山	173	3	225
2018	9	近畿	計	5787	42	7084
2018	9	中国	鳥取	52	2	54
2018	9	中国	島根	73	3	82
2018	9	中国	岡山	424	11	479
2018	9	中国	広島	568	6	692
2018	9	中国	山口	293	6	370
2018	9	中国	計	1410	28	1677
2018	9	四国	徳島	218	3	274
2018	9	四国	香川	417	3	500
2018	9	四国	愛媛	252	3	284
2018	9	四国	高知	112	1	125
2018	9	四国	計	999	10	1183
2018	9	九州	福岡	2403	7	3197
2018	9	九州	佐賀	414	1	508
2018	9	九州	長崎	350	2	445
2018	9	九州	熊本	315	5	418
2018	9	九州	大分	291	1	396
2018	9	九州	宮崎	501	0	552
2018	9	九州	鹿児島	412	2	494
2018	9	九州	沖縄	369	2	449
2018	9	九州	計	5055	20	6459
2018	9	合計	計	32459	279	39913
2018	8	北海道	札幌	637	8	747
2018	8	北海道	函館	69	0	82
2018	8	北海道	旭川	96	4	112
2018	8	北海道	釧路	103	5	130
2018	8	北海道	北見	33	0	45
2018	8	北海道	計	938	17	1116
2018	8	東北	青森	285	5	344
2018	8	東北	岩手	200	8	238
2018	8	東北	宮城	571	5	718
2018	8	東北	秋田	172	6	214
2018	8	東北	山形	426	5	531
2018	8	東北	福島	362	5	442
2018	8	東北	計	2016	34	2487
2018	8	東京	計	2543	9	2950
2018	8	関東	茨城	665	9	884
2018	8	関東	栃木	405	4	549
2018	8	関東	群馬	1052	6	1423
2018	8	関東	埼玉	1887	18	2328
2018	8	関東	千葉	1416	10	1802
2018	8	関東	神奈川	2084	18	2537
2018	8	関東	新潟	357	8	444
2018	8	関東	山梨	301	5	407
2018	8	関東	長野	617	4	784
2018	8	関東	静岡	2432	5	3307
2018	8	関東	計	11216	87	14465
2018	8	中部	富山	216	5	260
2018	8	中部	石川	250	0	285
2018	8	中部	福井	147	3	169
2018	8	中部	岐阜	373	5	528
2018	8	中部	愛知	2803	16	3498
2018	8	中部	三重	382	6	513
2018	8	中部	計	4171	35	5253
2018	8	近畿	滋賀	350	4	456
2018	8	近畿	京都	517	3	620
2018	8	近畿	大阪	2867	9	3461
2018	8	近畿	兵庫	2068	12	2612
2018	8	近畿	奈良	341	7	438
2018	8	近畿	和歌山	202	3	259
2018	8	近畿	計	6345	38	7846
2018	8	中国	鳥取	65	2	88
2018	8	中国	島根	105	3	121
2018	8	中国	岡山	467	6	547
2018	8	中国	広島	681	7	849
2018	8	中国	山口	371	3	461
2018	8	中国	計	1689	21	2066
2018	8	四国	徳島	265	5	333
2018	8	四国	香川	448	4	563
2018	8	四国	愛媛	314	6	365
2018	8	四国	高知	137	1	158
2018	8	四国	計	1164	16	1419
2018	8	九州	福岡	2729	15	3731
2018	8	九州	佐賀	462	4	636
2018	8	九州	長崎	432	6	589
2018	8	九州	熊本	433	3	581
2018	8	九州	大分	322	3	419
2018	8	九州	宮崎	729	2	815
2018	8	九州	鹿児島	511	6	587
2018	8	九州	沖縄	397	0	474
2018	8	九州	計	6015	39	7832
2018	8	合計	計	36097	296	45434
2018	7	北海道	札幌	495	4	569
2018	7	北海道	函館	54	1	60
2018	7	北海道	旭川	89	3	104
2018	7	北海道	釧路	79	3	92
2018	7	北海道	北見	21	2	21
2018	7	北海道	計	738	13	846
2018	7	東北	青森	229	2	276
2018	7	東北	岩手	153	2	199
2018	7	東北	宮城	517	3	641
2018	7	東北	秋田	150	3	182
2018	7	東北	山形	366	10	435
2018	7	東北	福島	346	6	405
2018	7	東北	計	1761	26	2138
2018	7	東京	計	2861	11	3316
2018	7	関東	茨城	642	7	788
2018	7	関東	栃木	400	9	500
2018	7	関東	群馬	1119	5	1468
2018	7	関東	埼玉	2048	14	2454
2018	7	関東	千葉	1452	10	1777
2018	7	関東	神奈川	2328	10	2820
2018	7	関東	新潟	280	9	309
2018	7	関東	山梨	277	2	361
2018	7	関東	長野	633	8	779
2018	7	関東	静岡	2462	8	3175
2018	7	関東	計	11641	82	14431
2018	7	中部	富山	242	8	289
2018	7	中部	石川	222	4	258
2018	7	中部	福井	96	0	113
2018	7	中部	岐阜	406	7	519
2018	7	中部	愛知	3012	14	3684
2018	7	中部	三重	432	13	544
2018	7	中部	計	4410	46	5407
2018	7	近畿	滋賀	402	2	529
2018	7	近畿	京都	499	2	595
2018	7	近畿	大阪	3047	7	3707
2018	7	近畿	兵庫	2281	12	2779
2018	7	近畿	奈良	368	4	464
2018	7	近畿	和歌山	188	2	230
2018	7	近畿	計	6785	29	8304
2018	7	中国	鳥取	77	0	91
2018	7	中国	島根	68	0	79
2018	7	中国	岡山	507	4	584
2018	7	中国	広島	618	9	762
2018	7	中国	山口	352	4	425
2018	7	中国	計	1622	17	1941
2018	7	四国	徳島	252	2	305
2018	7	四国	香川	458	3	539
2018	7	四国	愛媛	276	5	323
2018	7	四国	高知	121	4	141
2018	7	四国	計	1107	14	1308
2018	7	九州	福岡	2867	12	3707
2018	7	九州	佐賀	466	3	597
2018	7	九州	長崎	396	4	511
2018	7	九州	熊本	413	5	522
2018	7	九州	大分	285	2	365
2018	7	九州	宮崎	616	3	689
2018	7	九州	鹿児島	431	9	497
2018	7	九州	沖縄	364	4	412
2018	7	九州	計	5838	42	7300
2018	7	合計	計	36763	280	44991
2018	6	北海道	札幌	486	4	564
2018	6	北海道	函館	45	0	50
2018	6	北海道	旭川	71	1	78
2018	6	北海道	釧路	75	1	86
2018	6	北海道	北見	15	0	15
2018	6	北海道	計	692	6	793
2018	6	東北	青森	231	3	304
2018	6	東北	岩手	124	2	157
2018	6	東北	宮城	513	3	599
2018	6	東北	秋田	127	7	142
2018	6	東北	山形	379	3	450
2018	6	東北	福島	311	5	360
2018	6	東北	計	1685	23	2012
2018	6	東京	計	2621	9	2988
2018	6	関東	茨城	640	10	829
2018	6	関東	栃木	431	6	534
2018	6	関東	群馬	1049	0	1347
2018	6	関東	埼玉	1920	9	2298
2018	6	関東	千葉	1466	15	1734
2018	6	関東	神奈川	2085	16	2477
2018	6	関東	新潟	295	4	352
2018	6	関東	山梨	289	1	381
2018	6	関東	長野	554	7	658
2018	6	関東	静岡	2267	11	2964
2018	6	関東	計	10996	79	13574
2018	6	中部	富山	195	2	229
2018	6	中部	石川	185	0	210
2018	6	中部	福井	102	0	121
2018	6	中部	岐阜	344	9	442
2018	6	中部	愛知	2902	17	3517
2018	6	中部	三重	330	7	409
2018	6	中部	計	4058	35	4928
2018	6	近畿	滋賀	344	0	411
2018	6	近畿	京都	457	4	545
2018	6	近畿	大阪	2761	10	3219
2018	6	近畿	兵庫	1959	9	2340
2018	6	近畿	奈良	321	3	380
2018	6	近畿	和歌山	169	4	197
2018	6	近畿	計	6011	30	7092
2018	6	中国	鳥取	66	0	85
2018	6	中国	島根	74	1	89
2018	6	中国	岡山	437	7	511
2018	6	中国	広島	618	5	752
2018	6	中国	山口	299	3	355
2018	6	中国	計	1494	16	1792
2018	6	四国	徳島	206	4	248
2018	6	四国	香川	381	1	465
2018	6	四国	愛媛	261	2	311
2018	6	四国	高知	130	2	147
2018	6	四国	計	978	9	1171
2018	6	九州	福岡	2461	9	3161
2018	6	九州	佐賀	437	2	591
2018	6	九州	長崎	340	3	450
2018	6	九州	熊本	376	4	466
2018	6	九州	大分	264	5	324
2018	6	九州	宮崎	531	0	584
2018	6	九州	鹿児島	423	2	486
2018	6	九州	沖縄	352	3	417
2018	6	九州	計	5184	28	6479
2018	6	合計	計	33719	235	40829
2018	5	北海道	札幌	535	10	587
2018	5	北海道	函館	59	1	67
2018	5	北海道	旭川	74	5	83
2018	5	北海道	釧路	63	3	70
2018	5	北海道	北見	25	1	26
2018	5	北海道	計	756	20	833
2018	5	東北	青森	242	2	298
2018	5	東北	岩手	135	1	178
2018	5	東北	宮城	549	4	695
2018	5	東北	秋田	138	1	162
2018	5	東北	山形	357	5	418
2018	5	東北	福島	401	4	494
2018	5	東北	計	1822	17	2245
2018	5	東京	計	2765	9	3155
2018	5	関東	茨城	744	6	978
2018	5	関東	栃木	418	6	514
2018	5	関東	群馬	1134	7	1467
2018	5	関東	埼玉	1851	9	2266
2018	5	関東	千葉	1431	15	1765
2018	5	関東	神奈川	2123	10	2497
2018	5	関東	新潟	294	10	339
2018	5	関東	山梨	328	9	419
2018	5	関東	長野	618	5	749
2018	5	関東	静岡	2288	7	3002
2018	5	関東	計	11229	84	13996
2018	5	中部	富山	230	8	263
2018	5	中部	石川	219	4	257
2018	5	中部	福井	114	1	132
2018	5	中部	岐阜	438	7	573
2018	5	中部	愛知	2772	15	3335
2018	5	中部	三重	396	3	512
2018	5	中部	計	4169	38	5072
2018	5	近畿	滋賀	322	3	440
2018	5	近畿	京都	493	2	573
2018	5	近畿	大阪	2925	10	3488
